Neighborhood,Crime,Number of Cases,Date
Cedar - Isles - Dean,Robbery,0.0,2022-04-01
Cedar Riverside,Aggravated Assault,4.0,2022-04-01
Cedar Riverside,Arson,0.0,2022-04-01
Cedar Riverside,Auto Theft,6.0,2022-04-01
Cedar Riverside,Burglary,2.0,2022-04-01
Cedar Riverside,Homicide,0.0,2022-04-01
Cedar Riverside,Larceny,23.0,2022-04-01
Cedar Riverside,Rape,0.0,2022-04-01
Cedar Riverside,Robbery,3.0,2022-04-01
Central,Aggravated Assault,1.0,2022-04-01
Central,Arson,0.0,2022-04-01
Central,Auto Theft,8.0,2022-04-01
Central,Burglary,9.0,2022-04-01
Central,Homicide,0.0,2022-04-01
Central,Larceny,21.0,2022-04-01
Central,Rape,0.0,2022-04-01
Central,Robbery,4.0,2022-04-01
Cleveland,Aggravated Assault,1.0,2022-04-01
Cleveland,Arson,0.0,2022-04-01
Cleveland,Auto Theft,0.0,2022-04-01
Cleveland,Burglary,1.0,2022-04-01
Cleveland,Homicide,0.0,2022-04-01
Cleveland,Larceny,4.0,2022-04-01
Cleveland,Rape,0.0,2022-04-01
Cleveland,Robbery,2.0,2022-04-01
Columbia Park,Aggravated Assault,1.0,2022-04-01
Columbia Park,Arson,0.0,2022-04-01
Columbia Park,Auto Theft,1.0,2022-04-01
Columbia Park,Burglary,0.0,2022-04-01
Columbia Park,Homicide,0.0,2022-04-01
Columbia Park,Larceny,4.0,2022-04-01
Columbia Park,Rape,1.0,2022-04-01
Columbia Park,Robbery,0.0,2022-04-01
Como,Aggravated Assault,3.0,2022-04-01
Como,Arson,0.0,2022-04-01
Como,Auto Theft,6.0,2022-04-01
Como,Burglary,0.0,2022-04-01
Como,Homicide,0.0,2022-04-01
Como,Larceny,16.0,2022-04-01
Como,Rape,1.0,2022-04-01
Como,Robbery,2.0,2022-04-01
Cooper,Aggravated Assault,1.0,2022-04-01
Cooper,Arson,0.0,2022-04-01
Cooper,Auto Theft,4.0,2022-04-01
Cooper,Burglary,3.0,2022-04-01
Cooper,Homicide,0.0,2022-04-01
Cooper,Larceny,4.0,2022-04-01
Cooper,Rape,0.0,2022-04-01
Cooper,Robbery,0.0,2022-04-01
Corcoran,Aggravated Assault,1.0,2022-04-01
Corcoran,Arson,0.0,2022-04-01
Corcoran,Auto Theft,2.0,2022-04-01
Corcoran,Burglary,0.0,2022-04-01
Corcoran,Homicide,0.0,2022-04-01
Corcoran,Larceny,8.0,2022-04-01
Corcoran,Rape,0.0,2022-04-01
Corcoran,Robbery,0.0,2022-04-01
Diamond Lake,Aggravated Assault,0.0,2022-04-01
Diamond Lake,Arson,0.0,2022-04-01
Diamond Lake,Auto Theft,1.0,2022-04-01
Diamond Lake,Burglary,1.0,2022-04-01
Diamond Lake,Homicide,0.0,2022-04-01
Diamond Lake,Larceny,10.0,2022-04-01
Diamond Lake,Rape,0.0,2022-04-01
Diamond Lake,Robbery,1.0,2022-04-01
Downtown East,Aggravated Assault,0.0,2022-04-01
Downtown East,Arson,0.0,2022-04-01
Downtown East,Auto Theft,2.0,2022-04-01
Downtown East,Burglary,1.0,2022-04-01
Downtown East,Homicide,0.0,2022-04-01
Downtown East,Larceny,10.0,2022-04-01
Downtown East,Rape,0.0,2022-04-01
Downtown East,Robbery,0.0,2022-04-01
Downtown West,Aggravated Assault,8.0,2022-04-01
Downtown West,Arson,0.0,2022-04-01
Downtown West,Auto Theft,6.0,2022-04-01
Downtown West,Burglary,13.0,2022-04-01
Downtown West,Homicide,1.0,2022-04-01
Downtown West,Larceny,115.0,2022-04-01
Downtown West,Rape,4.0,2022-04-01
Downtown West,Robbery,17.0,2022-04-01
East Bde Maka Ska,Aggravated Assault,0.0,2022-04-01
East Bde Maka Ska,Arson,0.0,2022-04-01
East Bde Maka Ska,Auto Theft,0.0,2022-04-01
East Bde Maka Ska,Burglary,0.0,2022-04-01
East Bde Maka Ska,Homicide,0.0,2022-04-01
East Bde Maka Ska,Larceny,10.0,2022-04-01
East Bde Maka Ska,Rape,0.0,2022-04-01
East Bde Maka Ska,Robbery,0.0,2022-04-01
East Harriet,Aggravated Assault,0.0,2022-04-01
East Harriet,Arson,0.0,2022-04-01
East Harriet,Auto Theft,0.0,2022-04-01
East Harriet,Burglary,0.0,2022-04-01
East Harriet,Homicide,0.0,2022-04-01
East Harriet,Larceny,9.0,2022-04-01
East Harriet,Rape,0.0,2022-04-01
East Harriet,Robbery,0.0,2022-04-01
East Isles,Aggravated Assault,0.0,2022-04-01
East Isles,Arson,0.0,2022-04-01
East Isles,Auto Theft,7.0,2022-04-01
East Isles,Burglary,3.0,2022-04-01
East Isles,Homicide,0.0,2022-04-01
East Isles,Larceny,12.0,2022-04-01
East Isles,Rape,0.0,2022-04-01
East Isles,Robbery,2.0,2022-04-01
East Phillips,Aggravated Assault,4.0,2022-04-01
East Phillips,Arson,0.0,2022-04-01
East Phillips,Auto Theft,5.0,2022-04-01
East Phillips,Burglary,2.0,2022-04-01
East Phillips,Homicide,1.0,2022-04-01
East Phillips,Larceny,15.0,2022-04-01
East Phillips,Rape,0.0,2022-04-01
East Phillips,Robbery,5.0,2022-04-01
Elliot Park,Aggravated Assault,5.0,2022-04-01
Elliot Park,Arson,0.0,2022-04-01
Elliot Park,Auto Theft,1.0,2022-04-01
Elliot Park,Burglary,2.0,2022-04-01
Elliot Park,Homicide,0.0,2022-04-01
Elliot Park,Larceny,27.0,2022-04-01
Elliot Park,Rape,1.0,2022-04-01
Elliot Park,Robbery,0.0,2022-04-01
Ericsson,Aggravated Assault,1.0,2022-04-01
Ericsson,Arson,0.0,2022-04-01
Ericsson,Auto Theft,0.0,2022-04-01
Ericsson,Burglary,1.0,2022-04-01
Ericsson,Homicide,0.0,2022-04-01
Ericsson,Larceny,6.0,2022-04-01
Ericsson,Rape,0.0,2022-04-01
Ericsson,Robbery,0.0,2022-04-01
Field,Aggravated Assault,1.0,2022-04-01
Field,Arson,0.0,2022-04-01
Field,Auto Theft,0.0,2022-04-01
Field,Burglary,0.0,2022-04-01
Field,Homicide,0.0,2022-04-01
Field,Larceny,2.0,2022-04-01
Field,Rape,0.0,2022-04-01
Field,Robbery,0.0,2022-04-01
Folwell,Aggravated Assault,7.0,2022-04-01
Folwell,Arson,0.0,2022-04-01
Folwell,Auto Theft,7.0,2022-04-01
Folwell,Burglary,5.0,2022-04-01
Folwell,Homicide,2.0,2022-04-01
Folwell,Larceny,4.0,2022-04-01
Folwell,Rape,0.0,2022-04-01
Folwell,Robbery,3.0,2022-04-01
Fulton,Aggravated Assault,0.0,2022-04-01
Fulton,Arson,0.0,2022-04-01
Fulton,Auto Theft,1.0,2022-04-01
Fulton,Burglary,0.0,2022-04-01
Fulton,Homicide,0.0,2022-04-01
Fulton,Larceny,7.0,2022-04-01
Fulton,Rape,0.0,2022-04-01
Fulton,Robbery,0.0,2022-04-01
Hale,Aggravated Assault,0.0,2022-04-01
Hale,Arson,0.0,2022-04-01
Hale,Auto Theft,0.0,2022-04-01
Hale,Burglary,1.0,2022-04-01
Hale,Homicide,0.0,2022-04-01
Hale,Larceny,6.0,2022-04-01
Hale,Rape,1.0,2022-04-01
Hale,Robbery,0.0,2022-04-01
Harrison,Aggravated Assault,5.0,2022-04-01
Harrison,Arson,0.0,2022-04-01
Harrison,Auto Theft,2.0,2022-04-01
Harrison,Burglary,3.0,2022-04-01
Harrison,Homicide,0.0,2022-04-01
Harrison,Larceny,9.0,2022-04-01
Harrison,Rape,0.0,2022-04-01
Harrison,Robbery,1.0,2022-04-01
Hawthorne,Aggravated Assault,9.0,2022-04-01
Hawthorne,Arson,2.0,2022-04-01
Hawthorne,Auto Theft,5.0,2022-04-01
Hawthorne,Burglary,3.0,2022-04-01
Hawthorne,Homicide,0.0,2022-04-01
Hawthorne,Larceny,10.0,2022-04-01
Hawthorne,Rape,0.0,2022-04-01
Hawthorne,Robbery,3.0,2022-04-01
Hiawatha,Aggravated Assault,1.0,2022-04-01
Hiawatha,Arson,0.0,2022-04-01
Hiawatha,Auto Theft,6.0,2022-04-01
Hiawatha,Burglary,5.0,2022-04-01
Hiawatha,Homicide,0.0,2022-04-01
Hiawatha,Larceny,31.0,2022-04-01
Hiawatha,Rape,0.0,2022-04-01
Hiawatha,Robbery,3.0,2022-04-01
Holland,Aggravated Assault,2.0,2022-04-01
Holland,Arson,0.0,2022-04-01
Holland,Auto Theft,4.0,2022-04-01
Holland,Burglary,1.0,2022-04-01
Holland,Homicide,0.0,2022-04-01
Holland,Larceny,7.0,2022-04-01
Holland,Rape,0.0,2022-04-01
Holland,Robbery,0.0,2022-04-01
Howe,Aggravated Assault,1.0,2022-04-01
Howe,Arson,1.0,2022-04-01
Howe,Auto Theft,3.0,2022-04-01
Howe,Burglary,7.0,2022-04-01
Howe,Homicide,0.0,2022-04-01
Howe,Larceny,19.0,2022-04-01
Howe,Rape,0.0,2022-04-01
Howe,Robbery,0.0,2022-04-01
Humboldt Industrial Area,Aggravated Assault,0.0,2022-04-01
Humboldt Industrial Area,Arson,0.0,2022-04-01
Humboldt Industrial Area,Auto Theft,0.0,2022-04-01
Humboldt Industrial Area,Burglary,0.0,2022-04-01
Humboldt Industrial Area,Homicide,0.0,2022-04-01
Humboldt Industrial Area,Larceny,0.0,2022-04-01
Humboldt Industrial Area,Rape,0.0,2022-04-01
Humboldt Industrial Area,Robbery,0.0,2022-04-01
Jordan,Aggravated Assault,11.0,2022-04-01
Jordan,Arson,0.0,2022-04-01
Jordan,Auto Theft,12.0,2022-04-01
Jordan,Burglary,4.0,2022-04-01
Jordan,Homicide,3.0,2022-04-01
Jordan,Larceny,11.0,2022-04-01
Jordan,Rape,0.0,2022-04-01
Jordan,Robbery,2.0,2022-04-01
Keewaydin,Aggravated Assault,0.0,2022-04-01
Keewaydin,Arson,0.0,2022-04-01
Keewaydin,Auto Theft,0.0,2022-04-01
Keewaydin,Burglary,2.0,2022-04-01
Keewaydin,Homicide,0.0,2022-04-01
Keewaydin,Larceny,7.0,2022-04-01
Keewaydin,Rape,0.0,2022-04-01
Keewaydin,Robbery,0.0,2022-04-01
Kenny,Aggravated Assault,0.0,2022-04-01
Kenny,Arson,0.0,2022-04-01
Kenny,Auto Theft,0.0,2022-04-01
Kenny,Burglary,0.0,2022-04-01
Kenny,Homicide,0.0,2022-04-01
Kenny,Larceny,2.0,2022-04-01
Kenny,Rape,0.0,2022-04-01
Kenny,Robbery,0.0,2022-04-01
Kenwood,Aggravated Assault,0.0,2022-04-01
Kenwood,Arson,0.0,2022-04-01
Kenwood,Auto Theft,0.0,2022-04-01
Kenwood,Burglary,0.0,2022-04-01
Kenwood,Homicide,0.0,2022-04-01
Kenwood,Larceny,3.0,2022-04-01
Kenwood,Rape,0.0,2022-04-01
Kenwood,Robbery,0.0,2022-04-01
King Field,Aggravated Assault,1.0,2022-04-01
King Field,Arson,0.0,2022-04-01
King Field,Auto Theft,2.0,2022-04-01
King Field,Burglary,5.0,2022-04-01
King Field,Homicide,0.0,2022-04-01
King Field,Larceny,11.0,2022-04-01
King Field,Rape,0.0,2022-04-01
King Field,Robbery,0.0,2022-04-01
Lind - Bohanon,Aggravated Assault,0.0,2022-04-01
Lind - Bohanon,Arson,0.0,2022-04-01
Lind - Bohanon,Auto Theft,2.0,2022-04-01
Lind - Bohanon,Burglary,1.0,2022-04-01
Lind - Bohanon,Homicide,1.0,2022-04-01
Lind - Bohanon,Larceny,6.0,2022-04-01
Lind - Bohanon,Rape,1.0,2022-04-01
Lind - Bohanon,Robbery,0.0,2022-04-01
Linden Hills,Aggravated Assault,0.0,2022-04-01
Linden Hills,Arson,0.0,2022-04-01
Linden Hills,Auto Theft,1.0,2022-04-01
Linden Hills,Burglary,0.0,2022-04-01
Linden Hills,Homicide,0.0,2022-04-01
Linden Hills,Larceny,10.0,2022-04-01
Linden Hills,Rape,0.0,2022-04-01
Linden Hills,Robbery,0.0,2022-04-01
Logan Park,Aggravated Assault,1.0,2022-04-01
Logan Park,Arson,0.0,2022-04-01
Logan Park,Auto Theft,6.0,2022-04-01
Logan Park,Burglary,3.0,2022-04-01
Logan Park,Homicide,0.0,2022-04-01
Logan Park,Larceny,4.0,2022-04-01
Logan Park,Rape,1.0,2022-04-01
Logan Park,Robbery,0.0,2022-04-01
Longfellow,Aggravated Assault,2.0,2022-04-01
Longfellow,Arson,0.0,2022-04-01
Longfellow,Auto Theft,6.0,2022-04-01
Longfellow,Burglary,3.0,2022-04-01
Longfellow,Homicide,0.0,2022-04-01
Longfellow,Larceny,21.0,2022-04-01
Longfellow,Rape,0.0,2022-04-01
Longfellow,Robbery,4.0,2022-04-01
Loring Park,Aggravated Assault,8.0,2022-04-01
Loring Park,Arson,0.0,2022-04-01
Loring Park,Auto Theft,8.0,2022-04-01
Loring Park,Burglary,4.0,2022-04-01
Loring Park,Homicide,0.0,2022-04-01
Loring Park,Larceny,39.0,2022-04-01
Loring Park,Rape,1.0,2022-04-01
Loring Park,Robbery,1.0,2022-04-01
Lowry Hill,Aggravated Assault,1.0,2022-04-01
Lowry Hill,Arson,0.0,2022-04-01
Lowry Hill,Auto Theft,6.0,2022-04-01
Lowry Hill,Burglary,0.0,2022-04-01
Lowry Hill,Homicide,0.0,2022-04-01
Lowry Hill,Larceny,6.0,2022-04-01
Lowry Hill,Rape,0.0,2022-04-01
Lowry Hill,Robbery,2.0,2022-04-01
Lowry Hill East,Aggravated Assault,3.0,2022-04-01
Lowry Hill East,Arson,0.0,2022-04-01
Lowry Hill East,Auto Theft,11.0,2022-04-01
Lowry Hill East,Burglary,5.0,2022-04-01
Lowry Hill East,Homicide,1.0,2022-04-01
Lowry Hill East,Larceny,28.0,2022-04-01
Lowry Hill East,Rape,1.0,2022-04-01
Lowry Hill East,Robbery,5.0,2022-04-01
Lyndale,Aggravated Assault,3.0,2022-04-01
Lyndale,Arson,0.0,2022-04-01
Lyndale,Auto Theft,6.0,2022-04-01
Lyndale,Burglary,7.0,2022-04-01
Lyndale,Homicide,1.0,2022-04-01
Lyndale,Larceny,16.0,2022-04-01
Lyndale,Rape,2.0,2022-04-01
Lyndale,Robbery,1.0,2022-04-01
Lynnhurst,Aggravated Assault,0.0,2022-04-01
Lynnhurst,Arson,0.0,2022-04-01
Lynnhurst,Auto Theft,1.0,2022-04-01
Lynnhurst,Burglary,0.0,2022-04-01
Lynnhurst,Homicide,0.0,2022-04-01
Lynnhurst,Larceny,8.0,2022-04-01
Lynnhurst,Rape,0.0,2022-04-01
Lynnhurst,Robbery,0.0,2022-04-01
Marcy Holmes,Aggravated Assault,2.0,2022-04-01
Marcy Holmes,Arson,0.0,2022-04-01
Marcy Holmes,Auto Theft,15.0,2022-04-01
Marcy Holmes,Burglary,5.0,2022-04-01
Marcy Holmes,Homicide,0.0,2022-04-01
Marcy Holmes,Larceny,37.0,2022-04-01
Marcy Holmes,Rape,0.0,2022-04-01
Marcy Holmes,Robbery,4.0,2022-04-01
Marshall Terrace,Aggravated Assault,1.0,2022-04-01
Marshall Terrace,Arson,0.0,2022-04-01
Marshall Terrace,Auto Theft,2.0,2022-04-01
Marshall Terrace,Burglary,0.0,2022-04-01
Marshall Terrace,Homicide,0.0,2022-04-01
Marshall Terrace,Larceny,6.0,2022-04-01
Marshall Terrace,Rape,1.0,2022-04-01
Marshall Terrace,Robbery,1.0,2022-04-01
McKinley,Aggravated Assault,6.0,2022-04-01
McKinley,Arson,0.0,2022-04-01
McKinley,Auto Theft,4.0,2022-04-01
McKinley,Burglary,2.0,2022-04-01
McKinley,Homicide,0.0,2022-04-01
McKinley,Larceny,3.0,2022-04-01
McKinley,Rape,0.0,2022-04-01
McKinley,Robbery,2.0,2022-04-01
Mid - City Industrial,Aggravated Assault,1.0,2022-04-01
Mid - City Industrial,Arson,0.0,2022-04-01
Mid - City Industrial,Auto Theft,5.0,2022-04-01
Mid - City Industrial,Burglary,1.0,2022-04-01
Mid - City Industrial,Homicide,0.0,2022-04-01
Mid - City Industrial,Larceny,6.0,2022-04-01
Mid - City Industrial,Rape,0.0,2022-04-01
Mid - City Industrial,Robbery,0.0,2022-04-01
Midtown Phillips,Aggravated Assault,2.0,2022-04-01
Midtown Phillips,Arson,0.0,2022-04-01
Midtown Phillips,Auto Theft,2.0,2022-04-01
Midtown Phillips,Burglary,5.0,2022-04-01
Midtown Phillips,Homicide,2.0,2022-04-01
Midtown Phillips,Larceny,11.0,2022-04-01
Midtown Phillips,Rape,1.0,2022-04-01
Midtown Phillips,Robbery,3.0,2022-04-01
Minnehaha,Aggravated Assault,0.0,2022-04-01
Minnehaha,Arson,0.0,2022-04-01
Minnehaha,Auto Theft,1.0,2022-04-01
Minnehaha,Burglary,2.0,2022-04-01
Minnehaha,Homicide,0.0,2022-04-01
Minnehaha,Larceny,8.0,2022-04-01
Minnehaha,Rape,0.0,2022-04-01
Minnehaha,Robbery,0.0,2022-04-01
Morris Park,Aggravated Assault,0.0,2022-04-01
Morris Park,Arson,0.0,2022-04-01
Morris Park,Auto Theft,3.0,2022-04-01
Morris Park,Burglary,0.0,2022-04-01
Morris Park,Homicide,0.0,2022-04-01
Morris Park,Larceny,3.0,2022-04-01
Morris Park,Rape,1.0,2022-04-01
Morris Park,Robbery,0.0,2022-04-01
Near - North,Aggravated Assault,2.0,2022-04-01
Near - North,Arson,0.0,2022-04-01
Near - North,Auto Theft,3.0,2022-04-01
Near - North,Burglary,7.0,2022-04-01
Near - North,Homicide,0.0,2022-04-01
Near - North,Larceny,13.0,2022-04-01
Near - North,Rape,0.0,2022-04-01
Near - North,Robbery,2.0,2022-04-01
Nicollet Island - East Bank,Aggravated Assault,1.0,2022-04-01
Nicollet Island - East Bank,Arson,0.0,2022-04-01
Nicollet Island - East Bank,Auto Theft,1.0,2022-04-01
Nicollet Island - East Bank,Burglary,0.0,2022-04-01
Nicollet Island - East Bank,Homicide,0.0,2022-04-01
Nicollet Island - East Bank,Larceny,6.0,2022-04-01
Nicollet Island - East Bank,Rape,1.0,2022-04-01
Nicollet Island - East Bank,Robbery,1.0,2022-04-01
North Loop,Aggravated Assault,2.0,2022-04-01
North Loop,Arson,0.0,2022-04-01
North Loop,Auto Theft,7.0,2022-04-01
North Loop,Burglary,4.0,2022-04-01
North Loop,Homicide,1.0,2022-04-01
North Loop,Larceny,35.0,2022-04-01
North Loop,Rape,0.0,2022-04-01
North Loop,Robbery,1.0,2022-04-01
Northeast Park,Aggravated Assault,1.0,2022-04-01
Northeast Park,Arson,0.0,2022-04-01
Northeast Park,Auto Theft,1.0,2022-04-01
Northeast Park,Burglary,0.0,2022-04-01
Northeast Park,Homicide,0.0,2022-04-01
Northeast Park,Larceny,31.0,2022-04-01
Northeast Park,Rape,0.0,2022-04-01
Northeast Park,Robbery,0.0,2022-04-01
Northrop,Aggravated Assault,0.0,2022-04-01
Northrop,Arson,0.0,2022-04-01
Northrop,Auto Theft,8.0,2022-04-01
Northrop,Burglary,4.0,2022-04-01
Northrop,Homicide,0.0,2022-04-01
Northrop,Larceny,9.0,2022-04-01
Northrop,Rape,0.0,2022-04-01
Northrop,Robbery,0.0,2022-04-01
Page,Aggravated Assault,0.0,2022-04-01
Page,Arson,0.0,2022-04-01
Page,Auto Theft,1.0,2022-04-01
Page,Burglary,0.0,2022-04-01
Page,Homicide,0.0,2022-04-01
Page,Larceny,3.0,2022-04-01
Page,Rape,0.0,2022-04-01
Page,Robbery,0.0,2022-04-01
Phillips West,Aggravated Assault,1.0,2022-04-01
Phillips West,Arson,1.0,2022-04-01
Phillips West,Auto Theft,5.0,2022-04-01
Phillips West,Burglary,1.0,2022-04-01
Phillips West,Homicide,0.0,2022-04-01
Phillips West,Larceny,9.0,2022-04-01
Phillips West,Rape,1.0,2022-04-01
Phillips West,Robbery,2.0,2022-04-01
Powderhorn Park,Aggravated Assault,2.0,2022-04-01
Powderhorn Park,Arson,0.0,2022-04-01
Powderhorn Park,Auto Theft,4.0,2022-04-01
Powderhorn Park,Burglary,5.0,2022-04-01
Powderhorn Park,Homicide,0.0,2022-04-01
Powderhorn Park,Larceny,21.0,2022-04-01
Powderhorn Park,Rape,1.0,2022-04-01
Powderhorn Park,Robbery,5.0,2022-04-01
Prospect Park - East River Road,Aggravated Assault,2.0,2022-04-01
Prospect Park - East River Road,Arson,0.0,2022-04-01
Prospect Park - East River Road,Auto Theft,15.0,2022-04-01
Prospect Park - East River Road,Burglary,6.0,2022-04-01
Prospect Park - East River Road,Homicide,0.0,2022-04-01
Prospect Park - East River Road,Larceny,33.0,2022-04-01
Prospect Park - East River Road,Rape,0.0,2022-04-01
Prospect Park - East River Road,Robbery,0.0,2022-04-01
Regina,Aggravated Assault,0.0,2022-04-01
Regina,Arson,0.0,2022-04-01
Regina,Auto Theft,2.0,2022-04-01
Regina,Burglary,0.0,2022-04-01
Regina,Homicide,0.0,2022-04-01
Regina,Larceny,4.0,2022-04-01
Regina,Rape,0.0,2022-04-01
Regina,Robbery,0.0,2022-04-01
Seward,Aggravated Assault,1.0,2022-04-01
Seward,Arson,0.0,2022-04-01
Seward,Auto Theft,7.0,2022-04-01
Seward,Burglary,4.0,2022-04-01
Seward,Homicide,0.0,2022-04-01
Seward,Larceny,23.0,2022-04-01
Seward,Rape,0.0,2022-04-01
Seward,Robbery,3.0,2022-04-01
Sheridan,Aggravated Assault,0.0,2022-04-01
Sheridan,Arson,0.0,2022-04-01
Sheridan,Auto Theft,2.0,2022-04-01
Sheridan,Burglary,1.0,2022-04-01
Sheridan,Homicide,0.0,2022-04-01
Sheridan,Larceny,10.0,2022-04-01
Sheridan,Rape,0.0,2022-04-01
Sheridan,Robbery,0.0,2022-04-01
Shingle Creek,Aggravated Assault,1.0,2022-04-01
Shingle Creek,Arson,0.0,2022-04-01
Shingle Creek,Auto Theft,1.0,2022-04-01
Shingle Creek,Burglary,1.0,2022-04-01
Shingle Creek,Homicide,0.0,2022-04-01
Shingle Creek,Larceny,2.0,2022-04-01
Shingle Creek,Rape,0.0,2022-04-01
Shingle Creek,Robbery,0.0,2022-04-01
South Uptown,Aggravated Assault,1.0,2022-04-01
South Uptown,Arson,0.0,2022-04-01
South Uptown,Auto Theft,8.0,2022-04-01
South Uptown,Burglary,1.0,2022-04-01
South Uptown,Homicide,0.0,2022-04-01
South Uptown,Larceny,21.0,2022-04-01
South Uptown,Rape,1.0,2022-04-01
South Uptown,Robbery,4.0,2022-04-01
St. Anthony East,Aggravated Assault,0.0,2022-04-01
St. Anthony East,Arson,0.0,2022-04-01
St. Anthony East,Auto Theft,1.0,2022-04-01
St. Anthony East,Burglary,0.0,2022-04-01
St. Anthony East,Homicide,0.0,2022-04-01
St. Anthony East,Larceny,4.0,2022-04-01
St. Anthony East,Rape,0.0,2022-04-01
St. Anthony East,Robbery,1.0,2022-04-01
St. Anthony West,Aggravated Assault,0.0,2022-04-01
St. Anthony West,Arson,0.0,2022-04-01
St. Anthony West,Auto Theft,2.0,2022-04-01
St. Anthony West,Burglary,1.0,2022-04-01
St. Anthony West,Homicide,0.0,2022-04-01
St. Anthony West,Larceny,7.0,2022-04-01
St. Anthony West,Rape,0.0,2022-04-01
St. Anthony West,Robbery,0.0,2022-04-01
Standish,Aggravated Assault,2.0,2022-04-01
Standish,Arson,0.0,2022-04-01
Standish,Auto Theft,9.0,2022-04-01
Standish,Burglary,3.0,2022-04-01
Standish,Homicide,0.0,2022-04-01
Standish,Larceny,6.0,2022-04-01
Standish,Rape,0.0,2022-04-01
Standish,Robbery,0.0,2022-04-01
Steven's Square - Loring Heights,Aggravated Assault,3.0,2022-04-01
Steven's Square - Loring Heights,Arson,0.0,2022-04-01
Steven's Square - Loring Heights,Auto Theft,4.0,2022-04-01
Steven's Square - Loring Heights,Burglary,2.0,2022-04-01
Steven's Square - Loring Heights,Homicide,0.0,2022-04-01
Steven's Square - Loring Heights,Larceny,11.0,2022-04-01
Steven's Square - Loring Heights,Rape,1.0,2022-04-01
Steven's Square - Loring Heights,Robbery,0.0,2022-04-01
Sumner - Glenwood,Aggravated Assault,4.0,2022-04-01
Sumner - Glenwood,Arson,0.0,2022-04-01
Sumner - Glenwood,Auto Theft,2.0,2022-04-01
Sumner - Glenwood,Burglary,0.0,2022-04-01
Sumner - Glenwood,Homicide,0.0,2022-04-01
Sumner - Glenwood,Larceny,2.0,2022-04-01
Sumner - Glenwood,Rape,0.0,2022-04-01
Sumner - Glenwood,Robbery,2.0,2022-04-01
Tangletown,Aggravated Assault,0.0,2022-04-01
Tangletown,Arson,0.0,2022-04-01
Tangletown,Auto Theft,4.0,2022-04-01
Tangletown,Burglary,2.0,2022-04-01
Tangletown,Homicide,0.0,2022-04-01
Tangletown,Larceny,6.0,2022-04-01
Tangletown,Rape,0.0,2022-04-01
Tangletown,Robbery,2.0,2022-04-01
University of Minnesota,Aggravated Assault,0.0,2022-04-01
University of Minnesota,Arson,0.0,2022-04-01
University of Minnesota,Auto Theft,4.0,2022-04-01
University of Minnesota,Burglary,2.0,2022-04-01
University of Minnesota,Homicide,0.0,2022-04-01
University of Minnesota,Larceny,10.0,2022-04-01
University of Minnesota,Rape,1.0,2022-04-01
University of Minnesota,Robbery,0.0,2022-04-01
Ventura Village,Aggravated Assault,9.0,2022-04-01
Ventura Village,Arson,1.0,2022-04-01
Ventura Village,Auto Theft,6.0,2022-04-01
Ventura Village,Burglary,3.0,2022-04-01
Ventura Village,Homicide,0.0,2022-04-01
Ventura Village,Larceny,11.0,2022-04-01
Ventura Village,Rape,0.0,2022-04-01
Ventura Village,Robbery,1.0,2022-04-01
Victory,Aggravated Assault,0.0,2022-04-01
Victory,Arson,0.0,2022-04-01
Victory,Auto Theft,0.0,2022-04-01
Victory,Burglary,2.0,2022-04-01
Victory,Homicide,0.0,2022-04-01
Victory,Larceny,4.0,2022-04-01
Victory,Rape,0.0,2022-04-01
Victory,Robbery,0.0,2022-04-01
Waite Park,Aggravated Assault,0.0,2022-04-01
Waite Park,Arson,0.0,2022-04-01
Waite Park,Auto Theft,0.0,2022-04-01
Waite Park,Burglary,0.0,2022-04-01
Waite Park,Homicide,0.0,2022-04-01
Waite Park,Larceny,6.0,2022-04-01
Waite Park,Rape,0.0,2022-04-01
Waite Park,Robbery,0.0,2022-04-01
Webber - Camden,Aggravated Assault,4.0,2022-04-01
Webber - Camden,Arson,0.0,2022-04-01
Webber - Camden,Auto Theft,7.0,2022-04-01
Webber - Camden,Burglary,2.0,2022-04-01
Webber - Camden,Homicide,0.0,2022-04-01
Webber - Camden,Larceny,7.0,2022-04-01
Webber - Camden,Rape,0.0,2022-04-01
Webber - Camden,Robbery,2.0,2022-04-01
Wenonah,Aggravated Assault,0.0,2022-04-01
Wenonah,Arson,0.0,2022-04-01
Wenonah,Auto Theft,4.0,2022-04-01
Wenonah,Burglary,1.0,2022-04-01
Wenonah,Homicide,0.0,2022-04-01
Wenonah,Larceny,6.0,2022-04-01
Wenonah,Rape,1.0,2022-04-01
Wenonah,Robbery,0.0,2022-04-01
West Maka Ska,Aggravated Assault,2.0,2022-04-01
West Maka Ska,Arson,0.0,2022-04-01
West Maka Ska,Auto Theft,1.0,2022-04-01
West Maka Ska,Burglary,2.0,2022-04-01
West Maka Ska,Homicide,0.0,2022-04-01
West Maka Ska,Larceny,3.0,2022-04-01
West Maka Ska,Rape,0.0,2022-04-01
West Maka Ska,Robbery,0.0,2022-04-01
Whittier,Aggravated Assault,14.0,2022-04-01
Whittier,Arson,0.0,2022-04-01
Whittier,Auto Theft,22.0,2022-04-01
Whittier,Burglary,9.0,2022-04-01
Whittier,Homicide,0.0,2022-04-01
Whittier,Larceny,36.0,2022-04-01
Whittier,Rape,1.0,2022-04-01
Whittier,Robbery,5.0,2022-04-01
Willard - Hay,Aggravated Assault,10.0,2022-04-01
