Date,Neighborhood,Crime,Number of Cases
1/2021,East Isles,Robbery,3.0
1/2021,East Phillips,Aggravated Assault,5.0
1/2021,East Phillips,Arson,0.0
1/2021,East Phillips,Auto Theft,17.0
1/2021,East Phillips,Burglary,3.0
1/2021,East Phillips,Homicide,0.0
1/2021,East Phillips,Larceny,8.0
1/2021,East Phillips,Rape,2.0
1/2021,East Phillips,Robbery,3.0
1/2021,Elliot Park,Aggravated Assault,4.0
1/2021,Elliot Park,Arson,0.0
1/2021,Elliot Park,Auto Theft,5.0
1/2021,Elliot Park,Burglary,2.0
1/2021,Elliot Park,Homicide,0.0
1/2021,Elliot Park,Larceny,8.0
1/2021,Elliot Park,Rape,2.0
1/2021,Elliot Park,Robbery,0.0
1/2021,Ericsson,Aggravated Assault,0.0
1/2021,Ericsson,Arson,0.0
1/2021,Ericsson,Auto Theft,3.0
1/2021,Ericsson,Burglary,0.0
1/2021,Ericsson,Homicide,0.0
1/2021,Ericsson,Larceny,4.0
1/2021,Ericsson,Rape,0.0
1/2021,Ericsson,Robbery,0.0
1/2021,Field,Aggravated Assault,2.0
1/2021,Field,Arson,0.0
1/2021,Field,Auto Theft,1.0
1/2021,Field,Burglary,1.0
1/2021,Field,Homicide,0.0
1/2021,Field,Larceny,4.0
1/2021,Field,Rape,0.0
1/2021,Field,Robbery,2.0
1/2021,Folwell,Aggravated Assault,3.0
1/2021,Folwell,Arson,0.0
1/2021,Folwell,Auto Theft,8.0
1/2021,Folwell,Burglary,3.0
1/2021,Folwell,Homicide,1.0
1/2021,Folwell,Larceny,8.0
1/2021,Folwell,Rape,3.0
1/2021,Folwell,Robbery,2.0
1/2021,Fulton,Aggravated Assault,0.0
1/2021,Fulton,Arson,0.0
1/2021,Fulton,Auto Theft,1.0
1/2021,Fulton,Burglary,2.0
1/2021,Fulton,Homicide,0.0
1/2021,Fulton,Larceny,2.0
1/2021,Fulton,Rape,0.0
1/2021,Fulton,Robbery,0.0
1/2021,Hale,Aggravated Assault,1.0
1/2021,Hale,Arson,0.0
1/2021,Hale,Auto Theft,0.0
1/2021,Hale,Burglary,2.0
1/2021,Hale,Homicide,0.0
1/2021,Hale,Larceny,1.0
1/2021,Hale,Rape,0.0
1/2021,Hale,Robbery,0.0
1/2021,Harrison,Aggravated Assault,0.0
1/2021,Harrison,Arson,0.0
1/2021,Harrison,Auto Theft,11.0
1/2021,Harrison,Burglary,1.0
1/2021,Harrison,Homicide,0.0
1/2021,Harrison,Larceny,5.0
1/2021,Harrison,Rape,0.0
1/2021,Harrison,Robbery,1.0
1/2021,Hawthorne,Aggravated Assault,9.0
1/2021,Hawthorne,Arson,0.0
1/2021,Hawthorne,Auto Theft,10.0
1/2021,Hawthorne,Burglary,1.0
1/2021,Hawthorne,Homicide,0.0
1/2021,Hawthorne,Larceny,9.0
1/2021,Hawthorne,Rape,1.0
1/2021,Hawthorne,Robbery,1.0
1/2021,Hiawatha,Aggravated Assault,0.0
1/2021,Hiawatha,Arson,0.0
1/2021,Hiawatha,Auto Theft,5.0
1/2021,Hiawatha,Burglary,2.0
1/2021,Hiawatha,Homicide,1.0
1/2021,Hiawatha,Larceny,21.0
1/2021,Hiawatha,Rape,0.0
1/2021,Hiawatha,Robbery,0.0
1/2021,Holland,Aggravated Assault,0.0
1/2021,Holland,Arson,0.0
1/2021,Holland,Auto Theft,7.0
1/2021,Holland,Burglary,3.0
1/2021,Holland,Homicide,0.0
1/2021,Holland,Larceny,6.0
1/2021,Holland,Rape,0.0
1/2021,Holland,Robbery,1.0
1/2021,Howe,Aggravated Assault,0.0
1/2021,Howe,Arson,0.0
1/2021,Howe,Auto Theft,3.0
1/2021,Howe,Burglary,3.0
1/2021,Howe,Homicide,0.0
1/2021,Howe,Larceny,9.0
1/2021,Howe,Rape,0.0
1/2021,Howe,Robbery,3.0
1/2021,Humboldt Industrial Area,Aggravated Assault,0.0
1/2021,Humboldt Industrial Area,Arson,0.0
1/2021,Humboldt Industrial Area,Auto Theft,0.0
1/2021,Humboldt Industrial Area,Burglary,0.0
1/2021,Humboldt Industrial Area,Homicide,0.0
1/2021,Humboldt Industrial Area,Larceny,0.0
1/2021,Humboldt Industrial Area,Rape,0.0
1/2021,Humboldt Industrial Area,Robbery,0.0
1/2021,Jordan,Aggravated Assault,6.0
1/2021,Jordan,Arson,0.0
1/2021,Jordan,Auto Theft,11.0
1/2021,Jordan,Burglary,5.0
1/2021,Jordan,Homicide,0.0
1/2021,Jordan,Larceny,17.0
1/2021,Jordan,Rape,2.0
1/2021,Jordan,Robbery,1.0
1/2021,Keewaydin,Aggravated Assault,0.0
1/2021,Keewaydin,Arson,0.0
1/2021,Keewaydin,Auto Theft,0.0
1/2021,Keewaydin,Burglary,0.0
1/2021,Keewaydin,Homicide,0.0
1/2021,Keewaydin,Larceny,8.0
1/2021,Keewaydin,Rape,0.0
1/2021,Keewaydin,Robbery,0.0
1/2021,Kenny,Aggravated Assault,1.0
1/2021,Kenny,Arson,0.0
1/2021,Kenny,Auto Theft,1.0
1/2021,Kenny,Burglary,1.0
1/2021,Kenny,Homicide,0.0
1/2021,Kenny,Larceny,1.0
1/2021,Kenny,Rape,0.0
1/2021,Kenny,Robbery,0.0
1/2021,Kenwood,Aggravated Assault,0.0
1/2021,Kenwood,Arson,0.0
1/2021,Kenwood,Auto Theft,1.0
1/2021,Kenwood,Burglary,0.0
1/2021,Kenwood,Homicide,0.0
1/2021,Kenwood,Larceny,1.0
1/2021,Kenwood,Rape,0.0
1/2021,Kenwood,Robbery,0.0
1/2021,King Field,Aggravated Assault,0.0
1/2021,King Field,Arson,0.0
1/2021,King Field,Auto Theft,9.0
1/2021,King Field,Burglary,5.0
1/2021,King Field,Homicide,0.0
1/2021,King Field,Larceny,8.0
1/2021,King Field,Rape,0.0
1/2021,King Field,Robbery,6.0
1/2021,Lind - Bohanon,Aggravated Assault,1.0
1/2021,Lind - Bohanon,Arson,1.0
1/2021,Lind - Bohanon,Auto Theft,2.0
1/2021,Lind - Bohanon,Burglary,0.0
1/2021,Lind - Bohanon,Homicide,0.0
1/2021,Lind - Bohanon,Larceny,7.0
1/2021,Lind - Bohanon,Rape,1.0
1/2021,Lind - Bohanon,Robbery,0.0
1/2021,Linden Hills,Aggravated Assault,0.0
1/2021,Linden Hills,Arson,0.0
1/2021,Linden Hills,Auto Theft,0.0
1/2021,Linden Hills,Burglary,0.0
1/2021,Linden Hills,Homicide,0.0
1/2021,Linden Hills,Larceny,5.0
1/2021,Linden Hills,Rape,0.0
1/2021,Linden Hills,Robbery,0.0
1/2021,Logan Park,Aggravated Assault,0.0
1/2021,Logan Park,Arson,0.0
1/2021,Logan Park,Auto Theft,1.0
1/2021,Logan Park,Burglary,1.0
1/2021,Logan Park,Homicide,0.0
1/2021,Logan Park,Larceny,3.0
1/2021,Logan Park,Rape,0.0
1/2021,Logan Park,Robbery,1.0
1/2021,Longfellow,Aggravated Assault,1.0
1/2021,Longfellow,Arson,0.0
1/2021,Longfellow,Auto Theft,6.0
1/2021,Longfellow,Burglary,3.0
1/2021,Longfellow,Homicide,0.0
1/2021,Longfellow,Larceny,22.0
1/2021,Longfellow,Rape,0.0
1/2021,Longfellow,Robbery,2.0
1/2021,Loring Park,Aggravated Assault,2.0
1/2021,Loring Park,Arson,0.0
1/2021,Loring Park,Auto Theft,6.0
1/2021,Loring Park,Burglary,4.0
1/2021,Loring Park,Homicide,0.0
1/2021,Loring Park,Larceny,26.0
1/2021,Loring Park,Rape,1.0
1/2021,Loring Park,Robbery,1.0
1/2021,Lowry Hill,Aggravated Assault,1.0
1/2021,Lowry Hill,Arson,0.0
1/2021,Lowry Hill,Auto Theft,6.0
1/2021,Lowry Hill,Burglary,2.0
1/2021,Lowry Hill,Homicide,0.0
1/2021,Lowry Hill,Larceny,7.0
1/2021,Lowry Hill,Rape,0.0
1/2021,Lowry Hill,Robbery,2.0
1/2021,Lowry Hill East,Aggravated Assault,0.0
1/2021,Lowry Hill East,Arson,0.0
1/2021,Lowry Hill East,Auto Theft,7.0
1/2021,Lowry Hill East,Burglary,10.0
1/2021,Lowry Hill East,Homicide,0.0
1/2021,Lowry Hill East,Larceny,31.0
1/2021,Lowry Hill East,Rape,2.0
1/2021,Lowry Hill East,Robbery,8.0
1/2021,Lyndale,Aggravated Assault,2.0
1/2021,Lyndale,Arson,0.0
1/2021,Lyndale,Auto Theft,9.0
1/2021,Lyndale,Burglary,1.0
1/2021,Lyndale,Homicide,0.0
1/2021,Lyndale,Larceny,13.0
1/2021,Lyndale,Rape,0.0
1/2021,Lyndale,Robbery,7.0
1/2021,Lynnhurst,Aggravated Assault,0.0
1/2021,Lynnhurst,Arson,0.0
1/2021,Lynnhurst,Auto Theft,0.0
1/2021,Lynnhurst,Burglary,0.0
1/2021,Lynnhurst,Homicide,0.0
1/2021,Lynnhurst,Larceny,4.0
1/2021,Lynnhurst,Rape,0.0
1/2021,Lynnhurst,Robbery,0.0
1/2021,Marcy Holmes,Aggravated Assault,3.0
1/2021,Marcy Holmes,Arson,0.0
1/2021,Marcy Holmes,Auto Theft,22.0
1/2021,Marcy Holmes,Burglary,9.0
1/2021,Marcy Holmes,Homicide,0.0
1/2021,Marcy Holmes,Larceny,30.0
1/2021,Marcy Holmes,Rape,4.0
1/2021,Marcy Holmes,Robbery,5.0
1/2021,Marshall Terrace,Aggravated Assault,1.0
1/2021,Marshall Terrace,Arson,0.0
1/2021,Marshall Terrace,Auto Theft,1.0
1/2021,Marshall Terrace,Burglary,0.0
1/2021,Marshall Terrace,Homicide,0.0
1/2021,Marshall Terrace,Larceny,2.0
1/2021,Marshall Terrace,Rape,0.0
1/2021,Marshall Terrace,Robbery,0.0
1/2021,McKinley,Aggravated Assault,3.0
1/2021,McKinley,Arson,0.0
1/2021,McKinley,Auto Theft,5.0
1/2021,McKinley,Burglary,2.0
1/2021,McKinley,Homicide,1.0
1/2021,McKinley,Larceny,1.0
1/2021,McKinley,Rape,1.0
1/2021,McKinley,Robbery,1.0
1/2021,Mid - City Industrial,Aggravated Assault,0.0
1/2021,Mid - City Industrial,Arson,0.0
1/2021,Mid - City Industrial,Auto Theft,3.0
1/2021,Mid - City Industrial,Burglary,0.0
1/2021,Mid - City Industrial,Homicide,0.0
1/2021,Mid - City Industrial,Larceny,8.0
1/2021,Mid - City Industrial,Rape,0.0
1/2021,Mid - City Industrial,Robbery,0.0
1/2021,Midtown Phillips,Aggravated Assault,7.0
1/2021,Midtown Phillips,Arson,0.0
1/2021,Midtown Phillips,Auto Theft,6.0
1/2021,Midtown Phillips,Burglary,4.0
1/2021,Midtown Phillips,Homicide,0.0
1/2021,Midtown Phillips,Larceny,14.0
1/2021,Midtown Phillips,Rape,2.0
1/2021,Midtown Phillips,Robbery,5.0
1/2021,Minnehaha,Aggravated Assault,2.0
1/2021,Minnehaha,Arson,0.0
1/2021,Minnehaha,Auto Theft,5.0
1/2021,Minnehaha,Burglary,3.0
1/2021,Minnehaha,Homicide,0.0
1/2021,Minnehaha,Larceny,3.0
1/2021,Minnehaha,Rape,0.0
1/2021,Minnehaha,Robbery,1.0
1/2021,Morris Park,Aggravated Assault,2.0
1/2021,Morris Park,Arson,0.0
1/2021,Morris Park,Auto Theft,1.0
1/2021,Morris Park,Burglary,1.0
1/2021,Morris Park,Homicide,0.0
1/2021,Morris Park,Larceny,2.0
1/2021,Morris Park,Rape,0.0
1/2021,Morris Park,Robbery,0.0
1/2021,Near - North,Aggravated Assault,6.0
1/2021,Near - North,Arson,1.0
1/2021,Near - North,Auto Theft,5.0
1/2021,Near - North,Burglary,5.0
1/2021,Near - North,Homicide,0.0
1/2021,Near - North,Larceny,7.0
1/2021,Near - North,Rape,3.0
1/2021,Near - North,Robbery,2.0
1/2021,Nicollet Island - East Bank,Aggravated Assault,0.0
1/2021,Nicollet Island - East Bank,Arson,0.0
1/2021,Nicollet Island - East Bank,Auto Theft,2.0
1/2021,Nicollet Island - East Bank,Burglary,1.0
1/2021,Nicollet Island - East Bank,Homicide,0.0
1/2021,Nicollet Island - East Bank,Larceny,2.0
1/2021,Nicollet Island - East Bank,Rape,0.0
1/2021,Nicollet Island - East Bank,Robbery,0.0
1/2021,North Loop,Aggravated Assault,1.0
1/2021,North Loop,Arson,0.0
1/2021,North Loop,Auto Theft,3.0
1/2021,North Loop,Burglary,6.0
1/2021,North Loop,Homicide,0.0
1/2021,North Loop,Larceny,15.0
1/2021,North Loop,Rape,0.0
1/2021,North Loop,Robbery,1.0
1/2021,Northeast Park,Aggravated Assault,0.0
1/2021,Northeast Park,Arson,0.0
1/2021,Northeast Park,Auto Theft,1.0
1/2021,Northeast Park,Burglary,1.0
1/2021,Northeast Park,Homicide,0.0
1/2021,Northeast Park,Larceny,11.0
1/2021,Northeast Park,Rape,0.0
1/2021,Northeast Park,Robbery,1.0
1/2021,Northrop,Aggravated Assault,7.0
1/2021,Northrop,Arson,0.0
1/2021,Northrop,Auto Theft,6.0
1/2021,Northrop,Burglary,1.0
1/2021,Northrop,Homicide,0.0
1/2021,Northrop,Larceny,2.0
1/2021,Northrop,Rape,0.0
1/2021,Northrop,Robbery,5.0
1/2021,Page,Aggravated Assault,0.0
1/2021,Page,Arson,0.0
1/2021,Page,Auto Theft,0.0
1/2021,Page,Burglary,1.0
1/2021,Page,Homicide,0.0
1/2021,Page,Larceny,3.0
1/2021,Page,Rape,0.0
1/2021,Page,Robbery,0.0
1/2021,Phillips West,Aggravated Assault,2.0
1/2021,Phillips West,Arson,0.0
1/2021,Phillips West,Auto Theft,11.0
1/2021,Phillips West,Burglary,5.0
1/2021,Phillips West,Homicide,0.0
1/2021,Phillips West,Larceny,9.0
1/2021,Phillips West,Rape,4.0
1/2021,Phillips West,Robbery,2.0
1/2021,Powderhorn Park,Aggravated Assault,4.0
1/2021,Powderhorn Park,Arson,1.0
1/2021,Powderhorn Park,Auto Theft,10.0
1/2021,Powderhorn Park,Burglary,4.0
1/2021,Powderhorn Park,Homicide,0.0
1/2021,Powderhorn Park,Larceny,9.0
1/2021,Powderhorn Park,Rape,1.0
1/2021,Powderhorn Park,Robbery,11.0
1/2021,Prospect Park - East River Road,Aggravated Assault,1.0
1/2021,Prospect Park - East River Road,Arson,0.0
1/2021,Prospect Park - East River Road,Auto Theft,8.0
1/2021,Prospect Park - East River Road,Burglary,5.0
1/2021,Prospect Park - East River Road,Homicide,0.0
1/2021,Prospect Park - East River Road,Larceny,17.0
1/2021,Prospect Park - East River Road,Rape,1.0
1/2021,Prospect Park - East River Road,Robbery,6.0
1/2021,Regina,Aggravated Assault,1.0
1/2021,Regina,Arson,0.0
1/2021,Regina,Auto Theft,0.0
1/2021,Regina,Burglary,2.0
1/2021,Regina,Homicide,0.0
1/2021,Regina,Larceny,1.0
1/2021,Regina,Rape,1.0
1/2021,Regina,Robbery,2.0
1/2021,Seward,Aggravated Assault,3.0
1/2021,Seward,Arson,0.0
1/2021,Seward,Auto Theft,9.0
1/2021,Seward,Burglary,3.0
1/2021,Seward,Homicide,0.0
1/2021,Seward,Larceny,19.0
1/2021,Seward,Rape,1.0
1/2021,Seward,Robbery,2.0
1/2021,Sheridan,Aggravated Assault,0.0
1/2021,Sheridan,Arson,0.0
1/2021,Sheridan,Auto Theft,1.0
1/2021,Sheridan,Burglary,2.0
1/2021,Sheridan,Homicide,0.0
1/2021,Sheridan,Larceny,9.0
1/2021,Sheridan,Rape,0.0
1/2021,Sheridan,Robbery,2.0
1/2021,Shingle Creek,Aggravated Assault,2.0
1/2021,Shingle Creek,Arson,0.0
1/2021,Shingle Creek,Auto Theft,1.0
1/2021,Shingle Creek,Burglary,2.0
1/2021,Shingle Creek,Homicide,0.0
1/2021,Shingle Creek,Larceny,2.0
1/2021,Shingle Creek,Rape,0.0
1/2021,Shingle Creek,Robbery,0.0
1/2021,St. Anthony East,Aggravated Assault,0.0
1/2021,St. Anthony East,Arson,0.0
1/2021,St. Anthony East,Auto Theft,0.0
1/2021,St. Anthony East,Burglary,0.0
1/2021,St. Anthony East,Homicide,0.0
1/2021,St. Anthony East,Larceny,3.0
1/2021,St. Anthony East,Rape,0.0
1/2021,St. Anthony East,Robbery,0.0
1/2021,St. Anthony West,Aggravated Assault,1.0
1/2021,St. Anthony West,Arson,0.0
1/2021,St. Anthony West,Auto Theft,1.0
1/2021,St. Anthony West,Burglary,2.0
1/2021,St. Anthony West,Homicide,0.0
1/2021,St. Anthony West,Larceny,6.0
1/2021,St. Anthony West,Rape,0.0
1/2021,St. Anthony West,Robbery,0.0
1/2021,Standish,Aggravated Assault,2.0
1/2021,Standish,Arson,0.0
1/2021,Standish,Auto Theft,6.0
1/2021,Standish,Burglary,2.0
1/2021,Standish,Homicide,0.0
1/2021,Standish,Larceny,13.0
1/2021,Standish,Rape,0.0
1/2021,Standish,Robbery,1.0
1/2021,Steven's Square - Loring Heights,Aggravated Assault,1.0
1/2021,Steven's Square - Loring Heights,Arson,0.0
1/2021,Steven's Square - Loring Heights,Auto Theft,4.0
1/2021,Steven's Square - Loring Heights,Burglary,2.0
1/2021,Steven's Square - Loring Heights,Homicide,0.0
1/2021,Steven's Square - Loring Heights,Larceny,5.0
1/2021,Steven's Square - Loring Heights,Rape,0.0
1/2021,Steven's Square - Loring Heights,Robbery,0.0
1/2021,Sumner - Glenwood,Aggravated Assault,1.0
1/2021,Sumner - Glenwood,Arson,0.0
1/2021,Sumner - Glenwood,Auto Theft,1.0
1/2021,Sumner - Glenwood,Burglary,1.0
1/2021,Sumner - Glenwood,Homicide,0.0
1/2021,Sumner - Glenwood,Larceny,1.0
1/2021,Sumner - Glenwood,Rape,0.0
1/2021,Sumner - Glenwood,Robbery,0.0
1/2021,Tangletown,Aggravated Assault,2.0
1/2021,Tangletown,Arson,0.0
1/2021,Tangletown,Auto Theft,1.0
1/2021,Tangletown,Burglary,0.0
1/2021,Tangletown,Homicide,0.0
1/2021,Tangletown,Larceny,3.0
1/2021,Tangletown,Rape,0.0
1/2021,Tangletown,Robbery,0.0
1/2021,University of Minnesota,Aggravated Assault,1.0
1/2021,University of Minnesota,Arson,0.0
1/2021,University of Minnesota,Auto Theft,0.0
1/2021,University of Minnesota,Burglary,1.0
1/2021,University of Minnesota,Homicide,0.0
1/2021,University of Minnesota,Larceny,6.0
1/2021,University of Minnesota,Rape,0.0
1/2021,University of Minnesota,Robbery,0.0
1/2021,Ventura Village,Aggravated Assault,4.0
1/2021,Ventura Village,Arson,1.0
1/2021,Ventura Village,Auto Theft,12.0
1/2021,Ventura Village,Burglary,5.0
1/2021,Ventura Village,Homicide,0.0
1/2021,Ventura Village,Larceny,12.0
1/2021,Ventura Village,Rape,0.0
1/2021,Ventura Village,Robbery,8.0
1/2021,Victory,Aggravated Assault,1.0
1/2021,Victory,Arson,0.0
1/2021,Victory,Auto Theft,0.0
1/2021,Victory,Burglary,0.0
1/2021,Victory,Homicide,0.0
1/2021,Victory,Larceny,4.0
1/2021,Victory,Rape,0.0
1/2021,Victory,Robbery,1.0
1/2021,Waite Park,Aggravated Assault,1.0
1/2021,Waite Park,Arson,0.0
1/2021,Waite Park,Auto Theft,3.0
1/2021,Waite Park,Burglary,2.0
1/2021,Waite Park,Homicide,0.0
1/2021,Waite Park,Larceny,6.0
1/2021,Waite Park,Rape,0.0
1/2021,Waite Park,Robbery,0.0
1/2021,Webber - Camden,Aggravated Assault,5.0
1/2021,Webber - Camden,Arson,0.0
1/2021,Webber - Camden,Auto Theft,3.0
1/2021,Webber - Camden,Burglary,2.0
1/2021,Webber - Camden,Homicide,0.0
1/2021,Webber - Camden,Larceny,7.0
1/2021,Webber - Camden,Rape,0.0
1/2021,Webber - Camden,Robbery,1.0
1/2021,Wenonah,Aggravated Assault,1.0
1/2021,Wenonah,Arson,0.0
1/2021,Wenonah,Auto Theft,2.0
1/2021,Wenonah,Burglary,1.0
1/2021,Wenonah,Homicide,0.0
1/2021,Wenonah,Larceny,3.0
1/2021,Wenonah,Rape,1.0
1/2021,Wenonah,Robbery,0.0
1/2021,West Maka Ska,Aggravated Assault,0.0
1/2021,West Maka Ska,Arson,0.0
1/2021,West Maka Ska,Auto Theft,1.0
1/2021,West Maka Ska,Burglary,0.0
1/2021,West Maka Ska,Homicide,0.0
1/2021,West Maka Ska,Larceny,7.0
1/2021,West Maka Ska,Rape,0.0
1/2021,West Maka Ska,Robbery,0.0
1/2021,Whittier,Aggravated Assault,6.0
1/2021,Whittier,Arson,2.0
1/2021,Whittier,Auto Theft,11.0
1/2021,Whittier,Burglary,14.0
1/2021,Whittier,Homicide,0.0
1/2021,Whittier,Larceny,27.0
1/2021,Whittier,Rape,0.0
1/2021,Whittier,Robbery,21.0
1/2021,Willard - Hay,Aggravated Assault,5.0
1/2021,Willard - Hay,Arson,0.0
1/2021,Willard - Hay,Auto Theft,9.0
1/2021,Willard - Hay,Burglary,2.0
1/2021,Willard - Hay,Homicide,1.0
1/2021,Willard - Hay,Larceny,8.0
1/2021,Willard - Hay,Rape,0.0
1/2021,Willard - Hay,Robbery,1.0
1/2021,Windom,Aggravated Assault,2.0
1/2021,Windom,Arson,0.0
1/2021,Windom,Auto Theft,2.0
1/2021,Windom,Burglary,1.0
1/2021,Windom,Homicide,0.0
1/2021,Windom,Larceny,13.0
1/2021,Windom,Rape,1.0
1/2021,Windom,Robbery,1.0
1/2021,Windom Park,Aggravated Assault,3.0
1/2021,Windom Park,Arson,0.0
1/2021,Windom Park,Auto Theft,3.0
1/2021,Windom Park,Burglary,0.0
1/2021,Windom Park,Homicide,0.0
1/2021,Windom Park,Larceny,6.0
1/2021,Windom Park,Rape,0.0
1/2021,Windom Park,Robbery,0.0
2/2021,Armatage,Aggravated Assault,1.0
2/2021,Armatage,Arson,0.0
2/2021,Armatage,Auto Theft,0.0
2/2021,Armatage,Burglary,4.0
2/2021,Armatage,Homicide,0.0
2/2021,Armatage,Larceny,3.0
2/2021,Armatage,Rape,0.0
2/2021,Armatage,Robbery,0.0
2/2021,Audubon Park,Aggravated Assault,0.0
2/2021,Audubon Park,Arson,0.0
2/2021,Audubon Park,Auto Theft,1.0
2/2021,Audubon Park,Burglary,2.0
2/2021,Audubon Park,Homicide,0.0
2/2021,Audubon Park,Larceny,11.0
2/2021,Audubon Park,Rape,0.0
2/2021,Audubon Park,Robbery,0.0
2/2021,Bancroft,Aggravated Assault,1.0
2/2021,Bancroft,Arson,0.0
2/2021,Bancroft,Auto Theft,6.0
2/2021,Bancroft,Burglary,0.0
2/2021,Bancroft,Homicide,0.0
2/2021,Bancroft,Larceny,3.0
2/2021,Bancroft,Rape,1.0
2/2021,Bancroft,Robbery,0.0
2/2021,Beltrami,Aggravated Assault,0.0
2/2021,Beltrami,Arson,0.0
2/2021,Beltrami,Auto Theft,3.0
2/2021,Beltrami,Burglary,3.0
2/2021,Beltrami,Homicide,0.0
2/2021,Beltrami,Larceny,4.0
2/2021,Beltrami,Rape,0.0
2/2021,Beltrami,Robbery,0.0
2/2021,Bottineau,Aggravated Assault,0.0
2/2021,Bottineau,Arson,0.0
2/2021,Bottineau,Auto Theft,1.0
2/2021,Bottineau,Burglary,1.0
2/2021,Bottineau,Homicide,0.0
2/2021,Bottineau,Larceny,3.0
2/2021,Bottineau,Rape,0.0
2/2021,Bottineau,Robbery,0.0
2/2021,Bryant,Aggravated Assault,0.0
2/2021,Bryant,Arson,0.0
2/2021,Bryant,Auto Theft,2.0
2/2021,Bryant,Burglary,0.0
2/2021,Bryant,Homicide,0.0
2/2021,Bryant,Larceny,3.0
2/2021,Bryant,Rape,0.0
2/2021,Bryant,Robbery,0.0
2/2021,Bryn - Mawr,Aggravated Assault,0.0
2/2021,Bryn - Mawr,Arson,0.0
2/2021,Bryn - Mawr,Auto Theft,2.0
2/2021,Bryn - Mawr,Burglary,1.0
2/2021,Bryn - Mawr,Homicide,0.0
2/2021,Bryn - Mawr,Larceny,1.0
2/2021,Bryn - Mawr,Rape,0.0
2/2021,Bryn - Mawr,Robbery,0.0
2/2021,South Uptown,Aggravated Assault,1.0
2/2021,South Uptown,Arson,0.0
2/2021,South Uptown,Auto Theft,3.0
2/2021,South Uptown,Burglary,2.0
2/2021,South Uptown,Homicide,0.0
2/2021,South Uptown,Larceny,13.0
2/2021,South Uptown,Rape,0.0
2/2021,South Uptown,Robbery,2.0
2/2021,Camden Industrial,Aggravated Assault,0.0
2/2021,Camden Industrial,Arson,0.0
2/2021,Camden Industrial,Auto Theft,0.0
2/2021,Camden Industrial,Burglary,0.0
2/2021,Camden Industrial,Homicide,0.0
2/2021,Camden Industrial,Larceny,0.0
2/2021,Camden Industrial,Rape,0.0
2/2021,Camden Industrial,Robbery,0.0
2/2021,Cedar - Isles - Dean,Aggravated Assault,0.0
2/2021,Cedar - Isles - Dean,Arson,0.0
2/2021,Cedar - Isles - Dean,Auto Theft,2.0
2/2021,Cedar - Isles - Dean,Burglary,0.0
2/2021,Cedar - Isles - Dean,Homicide,0.0
2/2021,Cedar - Isles - Dean,Larceny,3.0
2/2021,Cedar - Isles - Dean,Rape,0.0
2/2021,Cedar - Isles - Dean,Robbery,0.0
2/2021,Cedar Riverside,Aggravated Assault,2.0
2/2021,Cedar Riverside,Arson,0.0
2/2021,Cedar Riverside,Auto Theft,7.0
2/2021,Cedar Riverside,Burglary,1.0
2/2021,Cedar Riverside,Homicide,0.0
2/2021,Cedar Riverside,Larceny,16.0
2/2021,Cedar Riverside,Rape,1.0
2/2021,Cedar Riverside,Robbery,4.0
2/2021,Central,Aggravated Assault,1.0
2/2021,Central,Arson,0.0
2/2021,Central,Auto Theft,15.0
2/2021,Central,Burglary,3.0
2/2021,Central,Homicide,0.0
2/2021,Central,Larceny,12.0
2/2021,Central,Rape,1.0
2/2021,Central,Robbery,5.0
2/2021,Cleveland,Aggravated Assault,3.0
2/2021,Cleveland,Arson,0.0
2/2021,Cleveland,Auto Theft,2.0
2/2021,Cleveland,Burglary,0.0
2/2021,Cleveland,Homicide,0.0
2/2021,Cleveland,Larceny,6.0
2/2021,Cleveland,Rape,0.0
2/2021,Cleveland,Robbery,3.0
2/2021,Columbia Park,Aggravated Assault,0.0
2/2021,Columbia Park,Arson,0.0
2/2021,Columbia Park,Auto Theft,1.0
2/2021,Columbia Park,Burglary,1.0
2/2021,Columbia Park,Homicide,0.0
2/2021,Columbia Park,Larceny,1.0
2/2021,Columbia Park,Rape,0.0
2/2021,Columbia Park,Robbery,0.0
2/2021,Como,Aggravated Assault,3.0
2/2021,Como,Arson,0.0
2/2021,Como,Auto Theft,6.0
2/2021,Como,Burglary,1.0
2/2021,Como,Homicide,0.0
2/2021,Como,Larceny,6.0
2/2021,Como,Rape,0.0
2/2021,Como,Robbery,0.0
2/2021,Cooper,Aggravated Assault,0.0
2/2021,Cooper,Arson,0.0
2/2021,Cooper,Auto Theft,3.0
2/2021,Cooper,Burglary,3.0
2/2021,Cooper,Homicide,0.0
2/2021,Cooper,Larceny,4.0
2/2021,Cooper,Rape,0.0
2/2021,Cooper,Robbery,1.0
2/2021,Corcoran,Aggravated Assault,2.0
2/2021,Corcoran,Arson,0.0
2/2021,Corcoran,Auto Theft,4.0
2/2021,Corcoran,Burglary,2.0
2/2021,Corcoran,Homicide,0.0
2/2021,Corcoran,Larceny,6.0
2/2021,Corcoran,Rape,0.0
2/2021,Corcoran,Robbery,2.0
2/2021,Diamond Lake,Aggravated Assault,1.0
2/2021,Diamond Lake,Arson,0.0
2/2021,Diamond Lake,Auto Theft,2.0
2/2021,Diamond Lake,Burglary,2.0
2/2021,Diamond Lake,Homicide,0.0
2/2021,Diamond Lake,Larceny,5.0
2/2021,Diamond Lake,Rape,0.0
2/2021,Diamond Lake,Robbery,0.0
2/2021,Downtown East,Aggravated Assault,1.0
2/2021,Downtown East,Arson,0.0
