Date,Neighborhood,Crime,Number of Cases
6/2019,Waite Park,Burglary,6.0
6/2019,Waite Park,Homicide,0.0
6/2019,Waite Park,Larceny,6.0
6/2019,Waite Park,Rape,1.0
6/2019,Waite Park,Robbery,0.0
6/2019,Webber - Camden,Aggravated Assault,9.0
6/2019,Webber - Camden,Arson,1.0
6/2019,Webber - Camden,Auto Theft,4.0
6/2019,Webber - Camden,Burglary,5.0
6/2019,Webber - Camden,Homicide,0.0
6/2019,Webber - Camden,Larceny,12.0
6/2019,Webber - Camden,Rape,1.0
6/2019,Webber - Camden,Robbery,4.0
6/2019,Wenonah,Aggravated Assault,0.0
6/2019,Wenonah,Arson,0.0
6/2019,Wenonah,Auto Theft,4.0
6/2019,Wenonah,Burglary,2.0
6/2019,Wenonah,Homicide,0.0
6/2019,Wenonah,Larceny,4.0
6/2019,Wenonah,Rape,0.0
6/2019,Wenonah,Robbery,0.0
6/2019,West Maka Ska,Aggravated Assault,2.0
6/2019,West Maka Ska,Arson,0.0
6/2019,West Maka Ska,Auto Theft,1.0
6/2019,West Maka Ska,Burglary,2.0
6/2019,West Maka Ska,Homicide,0.0
6/2019,West Maka Ska,Larceny,10.0
6/2019,West Maka Ska,Rape,0.0
6/2019,West Maka Ska,Robbery,0.0
6/2019,Whittier,Aggravated Assault,8.0
6/2019,Whittier,Arson,0.0
6/2019,Whittier,Auto Theft,11.0
6/2019,Whittier,Burglary,16.0
6/2019,Whittier,Homicide,0.0
6/2019,Whittier,Larceny,71.0
6/2019,Whittier,Rape,3.0
6/2019,Whittier,Robbery,5.0
6/2019,Willard - Hay,Aggravated Assault,14.0
6/2019,Willard - Hay,Arson,1.0
6/2019,Willard - Hay,Auto Theft,4.0
6/2019,Willard - Hay,Burglary,4.0
6/2019,Willard - Hay,Homicide,0.0
6/2019,Willard - Hay,Larceny,15.0
6/2019,Willard - Hay,Rape,1.0
6/2019,Willard - Hay,Robbery,3.0
6/2019,Windom,Aggravated Assault,1.0
6/2019,Windom,Arson,0.0
6/2019,Windom,Auto Theft,2.0
6/2019,Windom,Burglary,4.0
6/2019,Windom,Homicide,0.0
6/2019,Windom,Larceny,10.0
6/2019,Windom,Rape,1.0
6/2019,Windom,Robbery,0.0
6/2019,Windom Park,Aggravated Assault,1.0
6/2019,Windom Park,Arson,1.0
6/2019,Windom Park,Auto Theft,2.0
6/2019,Windom Park,Burglary,8.0
6/2019,Windom Park,Homicide,0.0
6/2019,Windom Park,Larceny,8.0
6/2019,Windom Park,Rape,1.0
6/2019,Windom Park,Robbery,1.0
7/2019,Armatage,Aggravated Assault,1.0
7/2019,Armatage,Arson,0.0
7/2019,Armatage,Auto Theft,0.0
7/2019,Armatage,Burglary,2.0
7/2019,Armatage,Homicide,0.0
7/2019,Armatage,Larceny,3.0
7/2019,Armatage,Rape,0.0
7/2019,Armatage,Robbery,1.0
7/2019,Audubon Park,Aggravated Assault,1.0
7/2019,Audubon Park,Arson,0.0
7/2019,Audubon Park,Auto Theft,7.0
7/2019,Audubon Park,Burglary,3.0
7/2019,Audubon Park,Homicide,0.0
7/2019,Audubon Park,Larceny,6.0
7/2019,Audubon Park,Rape,1.0
7/2019,Audubon Park,Robbery,0.0
7/2019,Bancroft,Aggravated Assault,1.0
7/2019,Bancroft,Arson,0.0
7/2019,Bancroft,Auto Theft,0.0
7/2019,Bancroft,Burglary,5.0
7/2019,Bancroft,Homicide,0.0
7/2019,Bancroft,Larceny,6.0
7/2019,Bancroft,Rape,0.0
7/2019,Bancroft,Robbery,1.0
7/2019,Beltrami,Aggravated Assault,0.0
7/2019,Beltrami,Arson,1.0
7/2019,Beltrami,Auto Theft,4.0
7/2019,Beltrami,Burglary,0.0
7/2019,Beltrami,Homicide,0.0
7/2019,Beltrami,Larceny,3.0
7/2019,Beltrami,Rape,0.0
7/2019,Beltrami,Robbery,0.0
7/2019,Bottineau,Aggravated Assault,0.0
7/2019,Bottineau,Arson,0.0
7/2019,Bottineau,Auto Theft,0.0
7/2019,Bottineau,Burglary,1.0
7/2019,Bottineau,Homicide,0.0
7/2019,Bottineau,Larceny,8.0
7/2019,Bottineau,Rape,0.0
7/2019,Bottineau,Robbery,0.0
7/2019,Bryant,Aggravated Assault,2.0
7/2019,Bryant,Arson,0.0
7/2019,Bryant,Auto Theft,2.0
7/2019,Bryant,Burglary,5.0
7/2019,Bryant,Homicide,0.0
7/2019,Bryant,Larceny,4.0
7/2019,Bryant,Rape,0.0
7/2019,Bryant,Robbery,0.0
7/2019,Bryn - Mawr,Aggravated Assault,0.0
7/2019,Bryn - Mawr,Arson,0.0
7/2019,Bryn - Mawr,Auto Theft,2.0
7/2019,Bryn - Mawr,Burglary,0.0
7/2019,Bryn - Mawr,Homicide,0.0
7/2019,Bryn - Mawr,Larceny,1.0
7/2019,Bryn - Mawr,Rape,0.0
7/2019,Bryn - Mawr,Robbery,0.0
7/2019,South Uptown,Aggravated Assault,1.0
7/2019,South Uptown,Arson,0.0
7/2019,South Uptown,Auto Theft,4.0
7/2019,South Uptown,Burglary,6.0
7/2019,South Uptown,Homicide,0.0
7/2019,South Uptown,Larceny,33.0
7/2019,South Uptown,Rape,1.0
7/2019,South Uptown,Robbery,0.0
7/2019,Camden Industrial,Aggravated Assault,1.0
7/2019,Camden Industrial,Arson,0.0
7/2019,Camden Industrial,Auto Theft,1.0
7/2019,Camden Industrial,Burglary,0.0
7/2019,Camden Industrial,Homicide,0.0
7/2019,Camden Industrial,Larceny,1.0
7/2019,Camden Industrial,Rape,0.0
7/2019,Camden Industrial,Robbery,0.0
7/2019,Cedar - Isles - Dean,Aggravated Assault,0.0
7/2019,Cedar - Isles - Dean,Arson,0.0
7/2019,Cedar - Isles - Dean,Auto Theft,1.0
7/2019,Cedar - Isles - Dean,Burglary,0.0
7/2019,Cedar - Isles - Dean,Homicide,0.0
7/2019,Cedar - Isles - Dean,Larceny,6.0
7/2019,Cedar - Isles - Dean,Rape,0.0
7/2019,Cedar - Isles - Dean,Robbery,0.0
7/2019,Cedar Riverside,Aggravated Assault,4.0
7/2019,Cedar Riverside,Arson,0.0
7/2019,Cedar Riverside,Auto Theft,4.0
7/2019,Cedar Riverside,Burglary,5.0
7/2019,Cedar Riverside,Homicide,0.0
7/2019,Cedar Riverside,Larceny,26.0
7/2019,Cedar Riverside,Rape,0.0
7/2019,Cedar Riverside,Robbery,4.0
7/2019,Central,Aggravated Assault,6.0
7/2019,Central,Arson,0.0
7/2019,Central,Auto Theft,4.0
7/2019,Central,Burglary,10.0
7/2019,Central,Homicide,0.0
7/2019,Central,Larceny,12.0
7/2019,Central,Rape,0.0
7/2019,Central,Robbery,2.0
7/2019,Cleveland,Aggravated Assault,3.0
7/2019,Cleveland,Arson,0.0
7/2019,Cleveland,Auto Theft,5.0
7/2019,Cleveland,Burglary,3.0
7/2019,Cleveland,Homicide,0.0
7/2019,Cleveland,Larceny,8.0
7/2019,Cleveland,Rape,0.0
7/2019,Cleveland,Robbery,0.0
7/2019,Columbia Park,Aggravated Assault,1.0
7/2019,Columbia Park,Arson,0.0
7/2019,Columbia Park,Auto Theft,0.0
7/2019,Columbia Park,Burglary,0.0
7/2019,Columbia Park,Homicide,0.0
7/2019,Columbia Park,Larceny,3.0
7/2019,Columbia Park,Rape,0.0
7/2019,Columbia Park,Robbery,1.0
7/2019,Como,Aggravated Assault,0.0
7/2019,Como,Arson,1.0
7/2019,Como,Auto Theft,7.0
7/2019,Como,Burglary,3.0
7/2019,Como,Homicide,0.0
7/2019,Como,Larceny,5.0
7/2019,Como,Rape,0.0
7/2019,Como,Robbery,0.0
7/2019,Cooper,Aggravated Assault,0.0
7/2019,Cooper,Arson,0.0
7/2019,Cooper,Auto Theft,2.0
7/2019,Cooper,Burglary,1.0
7/2019,Cooper,Homicide,0.0
7/2019,Cooper,Larceny,6.0
7/2019,Cooper,Rape,0.0
7/2019,Cooper,Robbery,0.0
7/2019,Corcoran,Aggravated Assault,1.0
7/2019,Corcoran,Arson,0.0
7/2019,Corcoran,Auto Theft,3.0
7/2019,Corcoran,Burglary,2.0
7/2019,Corcoran,Homicide,0.0
7/2019,Corcoran,Larceny,8.0
7/2019,Corcoran,Rape,0.0
7/2019,Corcoran,Robbery,1.0
7/2019,Diamond Lake,Aggravated Assault,1.0
7/2019,Diamond Lake,Arson,0.0
7/2019,Diamond Lake,Auto Theft,1.0
7/2019,Diamond Lake,Burglary,5.0
7/2019,Diamond Lake,Homicide,0.0
7/2019,Diamond Lake,Larceny,7.0
7/2019,Diamond Lake,Rape,0.0
7/2019,Diamond Lake,Robbery,0.0
7/2019,Downtown East,Aggravated Assault,0.0
7/2019,Downtown East,Arson,0.0
7/2019,Downtown East,Auto Theft,0.0
7/2019,Downtown East,Burglary,1.0
7/2019,Downtown East,Homicide,0.0
7/2019,Downtown East,Larceny,20.0
7/2019,Downtown East,Rape,0.0
7/2019,Downtown East,Robbery,1.0
7/2019,Downtown West,Aggravated Assault,19.0
7/2019,Downtown West,Arson,0.0
7/2019,Downtown West,Auto Theft,11.0
7/2019,Downtown West,Burglary,13.0
7/2019,Downtown West,Homicide,0.0
7/2019,Downtown West,Larceny,209.0
7/2019,Downtown West,Rape,4.0
7/2019,Downtown West,Robbery,25.0
7/2019,East Bde Maka Ska,Aggravated Assault,0.0
7/2019,East Bde Maka Ska,Arson,0.0
7/2019,East Bde Maka Ska,Auto Theft,2.0
7/2019,East Bde Maka Ska,Burglary,2.0
7/2019,East Bde Maka Ska,Homicide,0.0
7/2019,East Bde Maka Ska,Larceny,10.0
7/2019,East Bde Maka Ska,Rape,0.0
7/2019,East Bde Maka Ska,Robbery,0.0
7/2019,East Harriet,Aggravated Assault,0.0
7/2019,East Harriet,Arson,0.0
7/2019,East Harriet,Auto Theft,0.0
7/2019,East Harriet,Burglary,1.0
7/2019,East Harriet,Homicide,0.0
7/2019,East Harriet,Larceny,6.0
7/2019,East Harriet,Rape,0.0
7/2019,East Harriet,Robbery,0.0
7/2019,East Isles,Aggravated Assault,1.0
7/2019,East Isles,Arson,0.0
7/2019,East Isles,Auto Theft,2.0
7/2019,East Isles,Burglary,9.0
7/2019,East Isles,Homicide,0.0
7/2019,East Isles,Larceny,32.0
7/2019,East Isles,Rape,0.0
7/2019,East Isles,Robbery,0.0
7/2019,East Phillips,Aggravated Assault,10.0
7/2019,East Phillips,Arson,0.0
7/2019,East Phillips,Auto Theft,7.0
7/2019,East Phillips,Burglary,8.0
7/2019,East Phillips,Homicide,0.0
7/2019,East Phillips,Larceny,11.0
7/2019,East Phillips,Rape,3.0
7/2019,East Phillips,Robbery,7.0
7/2019,Elliot Park,Aggravated Assault,6.0
7/2019,Elliot Park,Arson,0.0
7/2019,Elliot Park,Auto Theft,4.0
7/2019,Elliot Park,Burglary,5.0
7/2019,Elliot Park,Homicide,0.0
7/2019,Elliot Park,Larceny,32.0
7/2019,Elliot Park,Rape,0.0
7/2019,Elliot Park,Robbery,4.0
7/2019,Ericsson,Aggravated Assault,1.0
7/2019,Ericsson,Arson,0.0
7/2019,Ericsson,Auto Theft,0.0
7/2019,Ericsson,Burglary,4.0
7/2019,Ericsson,Homicide,0.0
7/2019,Ericsson,Larceny,3.0
7/2019,Ericsson,Rape,0.0
7/2019,Ericsson,Robbery,1.0
7/2019,Field,Aggravated Assault,0.0
7/2019,Field,Arson,0.0
7/2019,Field,Auto Theft,0.0
7/2019,Field,Burglary,2.0
7/2019,Field,Homicide,0.0
7/2019,Field,Larceny,4.0
7/2019,Field,Rape,0.0
7/2019,Field,Robbery,0.0
7/2019,Folwell,Aggravated Assault,10.0
7/2019,Folwell,Arson,0.0
7/2019,Folwell,Auto Theft,4.0
7/2019,Folwell,Burglary,5.0
7/2019,Folwell,Homicide,0.0
7/2019,Folwell,Larceny,9.0
7/2019,Folwell,Rape,1.0
7/2019,Folwell,Robbery,2.0
7/2019,Fulton,Aggravated Assault,0.0
7/2019,Fulton,Arson,0.0
7/2019,Fulton,Auto Theft,0.0
7/2019,Fulton,Burglary,7.0
7/2019,Fulton,Homicide,0.0
7/2019,Fulton,Larceny,8.0
7/2019,Fulton,Rape,0.0
7/2019,Fulton,Robbery,0.0
7/2019,Hale,Aggravated Assault,0.0
7/2019,Hale,Arson,0.0
7/2019,Hale,Auto Theft,0.0
7/2019,Hale,Burglary,2.0
7/2019,Hale,Homicide,0.0
7/2019,Hale,Larceny,2.0
7/2019,Hale,Rape,0.0
7/2019,Hale,Robbery,0.0
7/2019,Harrison,Aggravated Assault,3.0
7/2019,Harrison,Arson,0.0
7/2019,Harrison,Auto Theft,0.0
7/2019,Harrison,Burglary,3.0
7/2019,Harrison,Homicide,0.0
7/2019,Harrison,Larceny,5.0
7/2019,Harrison,Rape,2.0
7/2019,Harrison,Robbery,4.0
7/2019,Hawthorne,Aggravated Assault,15.0
7/2019,Hawthorne,Arson,1.0
7/2019,Hawthorne,Auto Theft,2.0
7/2019,Hawthorne,Burglary,9.0
7/2019,Hawthorne,Homicide,2.0
7/2019,Hawthorne,Larceny,34.0
7/2019,Hawthorne,Rape,4.0
7/2019,Hawthorne,Robbery,5.0
7/2019,Hiawatha,Aggravated Assault,2.0
7/2019,Hiawatha,Arson,0.0
7/2019,Hiawatha,Auto Theft,4.0
7/2019,Hiawatha,Burglary,7.0
7/2019,Hiawatha,Homicide,0.0
7/2019,Hiawatha,Larceny,24.0
7/2019,Hiawatha,Rape,0.0
7/2019,Hiawatha,Robbery,1.0
7/2019,Holland,Aggravated Assault,1.0
7/2019,Holland,Arson,0.0
7/2019,Holland,Auto Theft,0.0
7/2019,Holland,Burglary,2.0
7/2019,Holland,Homicide,0.0
7/2019,Holland,Larceny,10.0
7/2019,Holland,Rape,0.0
7/2019,Holland,Robbery,2.0
7/2019,Howe,Aggravated Assault,0.0
7/2019,Howe,Arson,0.0
7/2019,Howe,Auto Theft,2.0
7/2019,Howe,Burglary,9.0
7/2019,Howe,Homicide,0.0
7/2019,Howe,Larceny,14.0
7/2019,Howe,Rape,0.0
7/2019,Howe,Robbery,0.0
7/2019,Humboldt Industrial Area,Aggravated Assault,0.0
7/2019,Humboldt Industrial Area,Arson,0.0
7/2019,Humboldt Industrial Area,Auto Theft,0.0
7/2019,Humboldt Industrial Area,Burglary,0.0
7/2019,Humboldt Industrial Area,Homicide,0.0
7/2019,Humboldt Industrial Area,Larceny,0.0
7/2019,Humboldt Industrial Area,Rape,0.0
7/2019,Humboldt Industrial Area,Robbery,0.0
7/2019,Jordan,Aggravated Assault,11.0
7/2019,Jordan,Arson,0.0
7/2019,Jordan,Auto Theft,3.0
7/2019,Jordan,Burglary,7.0
7/2019,Jordan,Homicide,0.0
7/2019,Jordan,Larceny,21.0
7/2019,Jordan,Rape,1.0
7/2019,Jordan,Robbery,3.0
7/2019,Keewaydin,Aggravated Assault,0.0
7/2019,Keewaydin,Arson,0.0
7/2019,Keewaydin,Auto Theft,1.0
7/2019,Keewaydin,Burglary,0.0
7/2019,Keewaydin,Homicide,0.0
7/2019,Keewaydin,Larceny,7.0
7/2019,Keewaydin,Rape,0.0
7/2019,Keewaydin,Robbery,0.0
7/2019,Kenny,Aggravated Assault,0.0
7/2019,Kenny,Arson,0.0
7/2019,Kenny,Auto Theft,0.0
7/2019,Kenny,Burglary,1.0
7/2019,Kenny,Homicide,0.0
7/2019,Kenny,Larceny,0.0
7/2019,Kenny,Rape,0.0
7/2019,Kenny,Robbery,0.0
7/2019,Kenwood,Aggravated Assault,0.0
7/2019,Kenwood,Arson,0.0
7/2019,Kenwood,Auto Theft,1.0
7/2019,Kenwood,Burglary,0.0
7/2019,Kenwood,Homicide,0.0
7/2019,Kenwood,Larceny,1.0
7/2019,Kenwood,Rape,0.0
7/2019,Kenwood,Robbery,0.0
7/2019,King Field,Aggravated Assault,0.0
7/2019,King Field,Arson,0.0
7/2019,King Field,Auto Theft,4.0
7/2019,King Field,Burglary,2.0
7/2019,King Field,Homicide,0.0
7/2019,King Field,Larceny,14.0
7/2019,King Field,Rape,0.0
7/2019,King Field,Robbery,1.0
7/2019,Lind - Bohanon,Aggravated Assault,5.0
7/2019,Lind - Bohanon,Arson,0.0
7/2019,Lind - Bohanon,Auto Theft,4.0
7/2019,Lind - Bohanon,Burglary,7.0
7/2019,Lind - Bohanon,Homicide,0.0
7/2019,Lind - Bohanon,Larceny,8.0
7/2019,Lind - Bohanon,Rape,1.0
7/2019,Lind - Bohanon,Robbery,0.0
7/2019,Linden Hills,Aggravated Assault,1.0
7/2019,Linden Hills,Arson,0.0
7/2019,Linden Hills,Auto Theft,2.0
7/2019,Linden Hills,Burglary,2.0
7/2019,Linden Hills,Homicide,0.0
7/2019,Linden Hills,Larceny,5.0
7/2019,Linden Hills,Rape,0.0
7/2019,Linden Hills,Robbery,1.0
7/2019,Logan Park,Aggravated Assault,0.0
7/2019,Logan Park,Arson,0.0
7/2019,Logan Park,Auto Theft,2.0
7/2019,Logan Park,Burglary,0.0
7/2019,Logan Park,Homicide,0.0
7/2019,Logan Park,Larceny,4.0
7/2019,Logan Park,Rape,0.0
7/2019,Logan Park,Robbery,0.0
7/2019,Longfellow,Aggravated Assault,4.0
7/2019,Longfellow,Arson,0.0
7/2019,Longfellow,Auto Theft,6.0
7/2019,Longfellow,Burglary,8.0
7/2019,Longfellow,Homicide,0.0
7/2019,Longfellow,Larceny,52.0
7/2019,Longfellow,Rape,0.0
7/2019,Longfellow,Robbery,0.0
7/2019,Loring Park,Aggravated Assault,1.0
7/2019,Loring Park,Arson,0.0
7/2019,Loring Park,Auto Theft,5.0
7/2019,Loring Park,Burglary,7.0
7/2019,Loring Park,Homicide,0.0
7/2019,Loring Park,Larceny,37.0
7/2019,Loring Park,Rape,4.0
7/2019,Loring Park,Robbery,5.0
7/2019,Lowry Hill,Aggravated Assault,0.0
7/2019,Lowry Hill,Arson,0.0
7/2019,Lowry Hill,Auto Theft,1.0
7/2019,Lowry Hill,Burglary,1.0
7/2019,Lowry Hill,Homicide,0.0
7/2019,Lowry Hill,Larceny,14.0
7/2019,Lowry Hill,Rape,0.0
7/2019,Lowry Hill,Robbery,1.0
7/2019,Lowry Hill East,Aggravated Assault,4.0
7/2019,Lowry Hill East,Arson,0.0
7/2019,Lowry Hill East,Auto Theft,9.0
7/2019,Lowry Hill East,Burglary,12.0
7/2019,Lowry Hill East,Homicide,0.0
7/2019,Lowry Hill East,Larceny,64.0
7/2019,Lowry Hill East,Rape,1.0
7/2019,Lowry Hill East,Robbery,6.0
7/2019,Lyndale,Aggravated Assault,1.0
7/2019,Lyndale,Arson,1.0
7/2019,Lyndale,Auto Theft,9.0
7/2019,Lyndale,Burglary,9.0
7/2019,Lyndale,Homicide,0.0
7/2019,Lyndale,Larceny,25.0
7/2019,Lyndale,Rape,0.0
7/2019,Lyndale,Robbery,1.0
7/2019,Lynnhurst,Aggravated Assault,1.0
7/2019,Lynnhurst,Arson,0.0
7/2019,Lynnhurst,Auto Theft,0.0
7/2019,Lynnhurst,Burglary,0.0
7/2019,Lynnhurst,Homicide,0.0
7/2019,Lynnhurst,Larceny,3.0
7/2019,Lynnhurst,Rape,0.0
7/2019,Lynnhurst,Robbery,0.0
7/2019,Marcy Holmes,Aggravated Assault,2.0
7/2019,Marcy Holmes,Arson,1.0
7/2019,Marcy Holmes,Auto Theft,18.0
7/2019,Marcy Holmes,Burglary,8.0
7/2019,Marcy Holmes,Homicide,0.0
7/2019,Marcy Holmes,Larceny,57.0
7/2019,Marcy Holmes,Rape,0.0
7/2019,Marcy Holmes,Robbery,1.0
7/2019,Marshall Terrace,Aggravated Assault,0.0
7/2019,Marshall Terrace,Arson,0.0
7/2019,Marshall Terrace,Auto Theft,2.0
7/2019,Marshall Terrace,Burglary,0.0
7/2019,Marshall Terrace,Homicide,0.0
7/2019,Marshall Terrace,Larceny,1.0
7/2019,Marshall Terrace,Rape,0.0
7/2019,Marshall Terrace,Robbery,0.0
7/2019,McKinley,Aggravated Assault,1.0
7/2019,McKinley,Arson,1.0
7/2019,McKinley,Auto Theft,4.0
7/2019,McKinley,Burglary,3.0
7/2019,McKinley,Homicide,0.0
7/2019,McKinley,Larceny,5.0
7/2019,McKinley,Rape,1.0
7/2019,McKinley,Robbery,2.0
7/2019,Mid - City Industrial,Aggravated Assault,0.0
7/2019,Mid - City Industrial,Arson,0.0
7/2019,Mid - City Industrial,Auto Theft,1.0
7/2019,Mid - City Industrial,Burglary,0.0
7/2019,Mid - City Industrial,Homicide,0.0
7/2019,Mid - City Industrial,Larceny,9.0
7/2019,Mid - City Industrial,Rape,0.0
7/2019,Mid - City Industrial,Robbery,0.0
7/2019,Midtown Phillips,Aggravated Assault,9.0
7/2019,Midtown Phillips,Arson,0.0
7/2019,Midtown Phillips,Auto Theft,7.0
7/2019,Midtown Phillips,Burglary,8.0
7/2019,Midtown Phillips,Homicide,0.0
7/2019,Midtown Phillips,Larceny,38.0
7/2019,Midtown Phillips,Rape,0.0
7/2019,Midtown Phillips,Robbery,2.0
7/2019,Minnehaha,Aggravated Assault,1.0
7/2019,Minnehaha,Arson,0.0
7/2019,Minnehaha,Auto Theft,1.0
7/2019,Minnehaha,Burglary,1.0
7/2019,Minnehaha,Homicide,0.0
7/2019,Minnehaha,Larceny,7.0
7/2019,Minnehaha,Rape,0.0
7/2019,Minnehaha,Robbery,0.0
7/2019,Morris Park,Aggravated Assault,0.0
7/2019,Morris Park,Arson,0.0
7/2019,Morris Park,Auto Theft,1.0
7/2019,Morris Park,Burglary,0.0
7/2019,Morris Park,Homicide,0.0
7/2019,Morris Park,Larceny,1.0
7/2019,Morris Park,Rape,0.0
7/2019,Morris Park,Robbery,0.0
7/2019,Near - North,Aggravated Assault,16.0
7/2019,Near - North,Arson,0.0
7/2019,Near - North,Auto Theft,3.0
7/2019,Near - North,Burglary,6.0
7/2019,Near - North,Homicide,1.0
7/2019,Near - North,Larceny,15.0
7/2019,Near - North,Rape,3.0
7/2019,Near - North,Robbery,6.0
7/2019,Nicollet Island - East Bank,Aggravated Assault,0.0
7/2019,Nicollet Island - East Bank,Arson,0.0
7/2019,Nicollet Island - East Bank,Auto Theft,2.0
7/2019,Nicollet Island - East Bank,Burglary,0.0
7/2019,Nicollet Island - East Bank,Homicide,0.0
7/2019,Nicollet Island - East Bank,Larceny,7.0
7/2019,Nicollet Island - East Bank,Rape,0.0
7/2019,Nicollet Island - East Bank,Robbery,0.0
7/2019,North Loop,Aggravated Assault,1.0
7/2019,North Loop,Arson,0.0
7/2019,North Loop,Auto Theft,9.0
7/2019,North Loop,Burglary,6.0
7/2019,North Loop,Homicide,1.0
7/2019,North Loop,Larceny,35.0
7/2019,North Loop,Rape,0.0
7/2019,North Loop,Robbery,4.0
7/2019,Northeast Park,Aggravated Assault,1.0
7/2019,Northeast Park,Arson,0.0
7/2019,Northeast Park,Auto Theft,1.0
7/2019,Northeast Park,Burglary,0.0
7/2019,Northeast Park,Homicide,0.0
7/2019,Northeast Park,Larceny,15.0
7/2019,Northeast Park,Rape,0.0
7/2019,Northeast Park,Robbery,0.0
7/2019,Northrop,Aggravated Assault,1.0
7/2019,Northrop,Arson,0.0
7/2019,Northrop,Auto Theft,2.0
7/2019,Northrop,Burglary,3.0
7/2019,Northrop,Homicide,0.0
7/2019,Northrop,Larceny,6.0
7/2019,Northrop,Rape,0.0
7/2019,Northrop,Robbery,1.0
7/2019,Page,Aggravated Assault,0.0
7/2019,Page,Arson,0.0
7/2019,Page,Auto Theft,0.0
7/2019,Page,Burglary,1.0
7/2019,Page,Homicide,0.0
7/2019,Page,Larceny,1.0
7/2019,Page,Rape,1.0
7/2019,Page,Robbery,1.0
7/2019,Phillips West,Aggravated Assault,2.0
7/2019,Phillips West,Arson,0.0
7/2019,Phillips West,Auto Theft,5.0
7/2019,Phillips West,Burglary,6.0
7/2019,Phillips West,Homicide,0.0
7/2019,Phillips West,Larceny,21.0
7/2019,Phillips West,Rape,3.0
7/2019,Phillips West,Robbery,8.0
7/2019,Powderhorn Park,Aggravated Assault,9.0
7/2019,Powderhorn Park,Arson,0.0
7/2019,Powderhorn Park,Auto Theft,5.0
7/2019,Powderhorn Park,Burglary,8.0
7/2019,Powderhorn Park,Homicide,0.0
7/2019,Powderhorn Park,Larceny,16.0
7/2019,Powderhorn Park,Rape,2.0
7/2019,Powderhorn Park,Robbery,1.0
7/2019,Prospect Park - East River Road,Aggravated Assault,1.0
7/2019,Prospect Park - East River Road,Arson,0.0
7/2019,Prospect Park - East River Road,Auto Theft,5.0
7/2019,Prospect Park - East River Road,Burglary,2.0
7/2019,Prospect Park - East River Road,Homicide,0.0
7/2019,Prospect Park - East River Road,Larceny,27.0
7/2019,Prospect Park - East River Road,Rape,1.0
7/2019,Prospect Park - East River Road,Robbery,0.0
7/2019,Regina,Aggravated Assault,1.0
7/2019,Regina,Arson,0.0
7/2019,Regina,Auto Theft,0.0
7/2019,Regina,Burglary,2.0
7/2019,Regina,Homicide,0.0
7/2019,Regina,Larceny,5.0
7/2019,Regina,Rape,0.0
7/2019,Regina,Robbery,0.0
7/2019,Seward,Aggravated Assault,4.0
7/2019,Seward,Arson,0.0
7/2019,Seward,Auto Theft,6.0
7/2019,Seward,Burglary,7.0
7/2019,Seward,Homicide,0.0
7/2019,Seward,Larceny,41.0
7/2019,Seward,Rape,0.0
7/2019,Seward,Robbery,0.0
7/2019,Sheridan,Aggravated Assault,1.0
7/2019,Sheridan,Arson,0.0
7/2019,Sheridan,Auto Theft,1.0
7/2019,Sheridan,Burglary,1.0
7/2019,Sheridan,Homicide,0.0
7/2019,Sheridan,Larceny,4.0
7/2019,Sheridan,Rape,0.0
7/2019,Sheridan,Robbery,1.0
7/2019,Shingle Creek,Aggravated Assault,2.0
7/2019,Shingle Creek,Arson,0.0
7/2019,Shingle Creek,Auto Theft,0.0
7/2019,Shingle Creek,Burglary,0.0
7/2019,Shingle Creek,Homicide,0.0
7/2019,Shingle Creek,Larceny,1.0
7/2019,Shingle Creek,Rape,1.0
7/2019,Shingle Creek,Robbery,0.0
7/2019,St. Anthony East,Aggravated Assault,0.0
7/2019,St. Anthony East,Arson,0.0
7/2019,St. Anthony East,Auto Theft,1.0
7/2019,St. Anthony East,Burglary,0.0
7/2019,St. Anthony East,Homicide,0.0
7/2019,St. Anthony East,Larceny,5.0
7/2019,St. Anthony East,Rape,0.0
7/2019,St. Anthony East,Robbery,1.0
7/2019,St. Anthony West,Aggravated Assault,1.0
7/2019,St. Anthony West,Arson,0.0
7/2019,St. Anthony West,Auto Theft,1.0
7/2019,St. Anthony West,Burglary,0.0
7/2019,St. Anthony West,Homicide,0.0
7/2019,St. Anthony West,Larceny,4.0
7/2019,St. Anthony West,Rape,2.0
7/2019,St. Anthony West,Robbery,1.0
7/2019,Standish,Aggravated Assault,1.0
7/2019,Standish,Arson,0.0
7/2019,Standish,Auto Theft,2.0
7/2019,Standish,Burglary,7.0
7/2019,Standish,Homicide,0.0
7/2019,Standish,Larceny,8.0
7/2019,Standish,Rape,0.0
7/2019,Standish,Robbery,1.0
7/2019,Steven's Square - Loring Heights,Aggravated Assault,3.0
7/2019,Steven's Square - Loring Heights,Arson,0.0
7/2019,Steven's Square - Loring Heights,Auto Theft,3.0
7/2019,Steven's Square - Loring Heights,Burglary,3.0
7/2019,Steven's Square - Loring Heights,Homicide,0.0
7/2019,Steven's Square - Loring Heights,Larceny,7.0
7/2019,Steven's Square - Loring Heights,Rape,0.0
7/2019,Steven's Square - Loring Heights,Robbery,1.0
7/2019,Sumner - Glenwood,Aggravated Assault,1.0
7/2019,Sumner - Glenwood,Arson,0.0
7/2019,Sumner - Glenwood,Auto Theft,3.0
7/2019,Sumner - Glenwood,Burglary,0.0
7/2019,Sumner - Glenwood,Homicide,1.0
